song title,artist/band name,year,lyrics url,song_lyrics
Pisty,Tom T. Hall,1979,https://www.azlyrics.com/lyrics/tomthall/pisty.html,"I got a little friend named Pisty she's a dandy
She doesn't care for movies or for candy
She doesn't care for TV or for frogs the reason that she doesn't she's a dog
You'd like Pisty she's a friend of mine
Pisty is a good dog and she guards me all the time
She's about that tall and about that long and she loves to hear me sing her in a song

Now Pisty keeps the bad guys on the run
She guards me from the milkman when he comes
She guards me from the mailmain when he rings
And she doesn't like the man who fixes things
And you'd like Pisty...

Now your dog can have a song about it too
And I bet its name would fit right in this tune
So I'll leave my dog out next time we start
And you can put your dog right in that part
And you'd like...
"
I Never Thought,"Berry, Chuck",1979,https://www.azlyrics.com/lyrics/chuckberry/ineverthought.html,"You know I never really thought some things would ever really come to be
'Cause I don't bother nobody and don't nobody bother me

I went down in Mississippi, I asked Mister Charlie about my roots
He said, ""Turn around, bend over, boy, they're right here in my boots""
You know I never thought a thing like that would ever really come to be
'Cause I don't bother nobody and don't nobody bother me

I asked a policeman the time, he swung and crowned me with his stock
I managed to walk away so glad it weren't twelve o'clock
You know I never thought a thing like that would ever really come to be
'Cause I don't bother nobody and don't nobody bother me

My girl friend's datin' this here guy who's goin' out with some man's wife
I lost my girl, the wife her husband, the guy he lost his life
You know I never thought a thing like that would ever really come to be
'Cause I don't bother nobody and don't nobody bother me

I used to have a Ford Torino and at that time I had a chick
She used to get her kicks just askin' me to flick my Bic
You know I never thought a thing like that would ever really come to be
'Cause I don't bother nobody and don't nobody bother me

My grandpa drove a horse and buggy but my father used the train
I worked and bought a Cadillac but my son, he drives a plane
You know I never thought a thing like that would ever really come to be
'Cause I don't bother nobody and don't nobody bother me
"
Gas Line Romance,Tom Paxton,1980,https://www.azlyrics.com/lyrics/tompaxton/gaslineromance.html,"I met my love
At the end of the line
She was sittin’ in hers
I was sittin’ in mine
We were waiting for gas
Out Santa Monica way
It was beginning to look like
It would take all day
We were fated to meet
And I can show you how
Our licence plates were both even
And we both said - oh wow
We were inching forwards
We continued to chat
We both turned out to be Pisces
Can you imagine that
Though she answered to Bambi
Her folks had named her Ruth
Her licence plate was so humble
It simply said ‘For Truth’
I said this crisis
Was gettin’ me down
Bambi said she was counting
On Jerry Brown
Jerry Brown was her hero
Bambi thought he was cool
I replied I can hear you
He is nobody’s fool
He knows about music
He knows about dress
You talk about Jerry
You’re talkin’ gas
We finally got to the gas pump
Bambi got her gas
To me they said sorry
But that was the last
I blushed and remembered
But I confessed that I cried
As Bambi seemed to grow cooler
My engine spluttered and died
The last I saw of my true love
She was pulling away
She said she would see me
We’d take a meeting someday
Goodbye to my Bambi
There’s a tear in my eye
I’ll remember forever
The day the pumps went dry
"
Out Of Control,U2,1980,https://www.azlyrics.com/lyrics/u2band/outofcontrol.html,"Monday morning
Eighteen years dawning
I said how long
Say how long

It was one dull morning
I woke the world with bawling
I was so sad
They were so glad

I had the feeling it was out of control
I was of the opinion it was out of control

Boys and girls to school
And girls they make children
Not like this one

I was of the feeling it was out of control
I had the opinion it was out of control

I fought fate
There's blood at the garden gate
The man said childhood
It's in his childhood

One day I'll die
The choice will not be mine
Will it be too late?
You can't fight fate

I was of the feeling it was out of control
I had the opinion it was out of control
"
Goodbye Little Columbus,"Rea, Chris",1981,https://www.azlyrics.com/lyrics/chrisrea/goodbyelittlecolumbus.html,"The plane is waiting, you must to go
'Goodbye I'm gonna miss you'
And all the things you say at a leaving
Ah just turn your head and walk away

Goodbye little Columbus
Goodbye, I'll see you one day
Goodbye little Columbus
Travelling, just travelling

That certain moment, the final call
And that desperate search for 'C'est la vie'
Oh what you'd give to hear of a slight delay
Ah just turn your head and walk away
Walk away, just walk away

Goodbye little Columbus
Goodbye, I'll see you one day
Goodbye little Columbus
Travelling, just travelling
You've made up your mind
And you've got to go
"
Trouble,Bob Dylan,1981,https://www.azlyrics.com/lyrics/bobdylan/trouble.html,"Trouble in the city, trouble in the farm
You got your rabbit's foot, you got your good-luck charm
But they can't help you none when there's trouble.

Trouble
Trouble, trouble, trouble
Nothing but trouble.

Trouble in the water, trouble in the air
Go all the way to the other side of the world, you'll find trouble there
Revolution even ain't no solution for trouble.

Trouble
Trouble, trouble, trouble
Nothing but trouble.

Drought and starvation, packaging of the soul
Persecution, execution, governments out of control
You can see the writing on the wall inviting trouble.

Trouble
Trouble, trouble, trouble
Nothing but trouble.

Put your ear to the train tracks, put your ear to the ground
You ever feel like you're never alone even when there's nobody else around ?
Since the beginning of the universe man's been cursed by trouble.

Trouble
Trouble, trouble, trouble
Nothing but trouble.

Nightclubs of the broken-hearted, stadiums of the damned
Legislature, perverted nature, doors that are rudely slammed
Look into infinity, all you see is trouble.

Trouble
Trouble, trouble, trouble
Nothing but trouble.
"
She's A Super Lady,"Vandross, Luther",1981,https://www.azlyrics.com/lyrics/luthervandross/shesasuperlady.html,"[Chorus: x2]
She's a Superlady,
She is, too much,
Wish I could make her mine,

What a superlady,
A-ha, alright,
She's so fine,

[Verse 1:]
Not long ago I was,
A sad and lonely boy,
Did not know how to get better,

Then heaven up above,
Sent me a super love,
And now I'm happy forever.

No one wants to believe,
I've got a perfect love,
They say I'm just talking crazy,

But I can prove it's true,
If you'l allow me to,
Tell you 'bout my Super Lady

[B-Section:]
She's all that I could explore,
She's more than a dream,
She's my everthing

[Chorus x2]

[Verse 2:]
Whoever thought I would,
Be feeling half this good,
The world for me is new place,

I'll drink to happiness,
Because our love's the best,
The wine for me has a new taste,

I'll let my lady know,
I'll never let her go,
Forever I'm gonna hold on,

She said she feel's the same,
Don't wanna play no game,
Just wants our love to live on and on,

[B-Section 2:]
Wish I could fly to the sky,
And write out her name,

Climb to the top of the world,
And loudly exclaim,
She's my everything
(She's my everything)

(Oo-oo) I love (that superlady) [x4]

She 's much, too much,
She's got that super love
She's much, too much for my heart
[Repeat til end]
"
"Do You Love Me Truly, Julie?",Pure Prairie League,1981,https://www.azlyrics.com/lyrics/pureprairieleague/doyoulovemetrulyjulie.html,"Do you love me truly Julie I'm a wonderin' if you do
Do you love me truly Julie I'm a hopin' that it's true
Do you love me truly Julie Tell the world that you do, that you do, that you do
Do you love me truly Julie 'cause I'm so in love with you

She's the one that I've been after, for oh so many years
And if she needed a good lover, well I would gladly volunteer
I'll keep on tryin' to make her love me, I'll keep on tryin' to succeed
I'd give you anything you wanted, I'd give you anything you need

Do you love me truly Julie I'm a wonderin' if you do
Do you love me truly Julie I'm a hopin' that it's true
Do you love me truly Julie Tell the world that you do, that you do, that you do
Do you love me truly Julie 'cause I'm so in love with you

They all told me I was crazy, and I would never make a date
I said I wasn't in no hurry, 'cause for Julie I will wait
Won't you just give me a signal, all I need's a little clue
Just a hint that you might love me, 'cause I know you really do

Do you love me truly Julie I'm a wonderin' if you do
Do you love me truly Julie I'm a hopin' that it's true
Do you love me truly Julie Tell the world that you do, that you do, that you do
Do you love me truly Julie 'cause I'm so in love with you

Do you love me truly Julie I'm a wonderin' if you do
Do you love me truly Julie I'm a hopin' that it's true
Do you love me truly Julie Tell the world that you do, that you do, that you do
Do you love me truly Julie 'cause I'm so in love with you
Do you love me truly Julie 'cause I'm so in love with you
With you... with you... with you
"
Together Alone,"Jones, George",1981,https://www.azlyrics.com/lyrics/georgejones/togetheralone.html,"She watches movies but he don't
He watches football but she won't
They've got a lonely house to hold together

His Playboy pictures turn him on
Her heart's so cold and lonely stone
Get big on and on and on there together

Together alone, together alone
They're at the house and they're not at home
Together alone

No angry words that they'll regret
They're never fuss or fighting yet
Sleep side by side but seldom get all together

They wanna plod outside of time
With them the maples gathered round
Someday they'll lie beneath the ground there together

Together alone, together alone
They're not unlike so many I've known
Together alone, together alone, together alone
"
Don't You Go,"Martyn, John",1981,https://www.azlyrics.com/lyrics/johnmartyn/dontyougo.html,"The army and the navy
They never will agree
Til all the men and all the boys
Are gone from our country

Don't you go
Don't you go my son
Don't you go
Don't you go my son

The proud and the powerful
In whose hands we lie
Never will be pleasured
Til all our women cry

Don't you go
Don't you go
Ah, don't you go
Don't you go my son

The mastery, the misery
Called the art of war
Must never try and foil world peace
As it has done before

Don't you go
Don't you go my son
Don't you go
Don't you go my son

The army and the navy
They never will agree
'Til all the men and all the boys
Are gone from this country

Oh, don't you go
Don't you go my son
Don't you go
Don't you go

Don't you go
Don't you go
Don't you go
Don't you go my son
"
Time's Up,Saga,1981,https://www.azlyrics.com/lyrics/saga/timesup.html,"I spend half of each day just eyeing the clock
And dream of all the things I'd like to do
But nothing ever changes from day to day
I've just been guarding this desk for you
It's a mayday, it's a mayday
There must be something else I could do
It's a mayday, it's a mayday
Instead of guarding this desk for you

Time's up
You've been wishing your life away
Time's up
You've been wishing your life away

I'm getting very tired of waiting for the weekend
Then there's nothing when it comes around
I need a little more excitement, give me some adventure
I don't know how you've held me this long
It's a mayday, it's a mayday
Time just marches on
It's a mayday, it's a mayday
I don't know how you've held me this long

Time's up
You've been wishing your life away
Time's up
You've been wishing your life away

Chances are chances and I know I've had a few
But at the time it just seemed wrong
Now I'm sitting here wondering, waiting
Watching out his window
And I'm sure my day will come
It's a mayday, it's a mayday
Time just marches on
It's a mayday, it's a mayday
But I'm sure my day will come

Time's up
You've been wishing your life away
Time's up
You've been wishing your life away

Time's up
You've been wishing your life away
Time's up
You've been wishing your life away
"
On The Boulevard,"Manhattan Transfer, The",1981,https://www.azlyrics.com/lyrics/manhattantransfer/ontheboulevard.html,"Darkness lights the lamps of old Brazil
Deep inside the jungle hearts are still
Tigers hide inside alley cats eyes
Waiting for you to walk by

Underneath this starlight latitude
Underneath this tranquil attitude
Oh my feelings are running so high
I feel I could color the sky
Amazon blue

Oh it's you
(Don't you break my heart Brazil)
And it's me
(And leave me here)
On the boulevard
(Upon the boulevard)

Caught inside your spell it's your parade
Refugees from love we masquerade
Though your lover is waiting at home
I have one of my own
I must go to

Oh it's you
(Don't you break my heart Brazil)
And it's me
(And leave me here)
On the boulevard
(Upon the boulevard)

Oh my feelings are running so high
I feel I could color the sky
Amazon blue

Oh it's you
(Don't you break my heart Brazil)
And it's me
(And leave me here)
On the boulevard
(Upon the boulevard)
"
Last Train To San Antone,Peter Green,1981,https://www.azlyrics.com/lyrics/petergreen/lasttraintosanantone.html,"Last time I saw you, you were standing by the railroad
You had your suitcase in your hand
I tried to stop you, but I only lost you
On the last train to San Antone

The minute that your eyes, were captured by his attention
I knew that you would travel far
'N just like a rolling stone
Yeah, you left me here alone
On the last train to San Antone

San Antone, San Antone your on your way
You ain't coming home
I lost you baby
Now, there's no place for me to go
On the last train to San Antone

Now, I see the smoke stack, as it heads for the horizon
And in a moment you'll be gone
Just like that puff a smoke
Yes, you left me here to choke
On the last train to San Antone

San Antone, San Antone, you're on your way
You ain't coming home
I lost you baby
Now, there's no place for me to go
On the last train to San Antone
Last train to San Antone
"
Don't Throw It All Away,Stacy Lattisaw,1982,https://www.azlyrics.com/lyrics/stacylattisaw/dontthrowitallaway.html,"Here we go
Breaking up what we have built
Leaving out
All the good things that we felt
Where was I
Where was I before you came
'Cause from the first time that I saw you
I knew
You were made for me

So don't throw it all away
'Cause I don't want to be the one
Who's gonna have to beg you to stay
And I don't want to be the one 
To change your mind
One more time
Please stay
Don't throw it all away

Though it seems
I'm just taking it out on you
Don't you know
You can see through
Found the door
But I couldn't find the key
'Cause from the first time that I saw you
I knew 
You were made for me

So don't throw it all away
'Cause I don't want to be the one
Who's gonna have to beg you to stay
And I don't want to be the one 
To change your mind
One more time
Please stay
Don't throw it all away
"
Maman,Michel Sardou,1982,https://www.azlyrics.com/lyrics/michelsardou/maman.html,"[J.S.:] Michel
[M.S.:] Je me lève et je te...
[J.S.:] Michel!
[M.S.:] Maman?
[J.S.:] Mais pourquoi tu fais cette tête? Tout le monde me le dit:
Pourquoi il fait la tête quand il chante? Mais souris!
Sois content d'être sur une scène!
[M.S.:] Mais tu es là dans la salle! Maman où tu es?
[J.S.:] T'occupe pas de moi travaille!
[M.S.:] Je me lève et je te bouscule
Tu n'te réveilles pas...
[J.S.:] Pas trop de gestes hein!
[M.S.:] Bon! Arrête!
Tu vas pas parler pendant que je chante non?
Qu'est-ce que tu dis là?
[J.S.:] Je dis ne fais pas trop de gestes ton père était sobre sois sobre
Je te dis ça c'est pas pour moi Michel c'est toi qui chante!
[M.S.:] Je sais!
[J.S.:] Tu as grandi non?
[M.S.:] Depuis quand?
[J.S.:] Depuis lundi
[M.S.:] Si tu me demandes ça pour que je te dise que j'ai mis des talonnettes
Dans mes chaussures eh bien je te le dis oui j'ai mis des talonnettes
Dans mes chaussures là!
[J.S.:] Tu sais ce qui peut arriver avec les talonnettes? On en a parlé...
[M.S.:] Oui!
[J.S.:] Tu te rappelles?
[M.S.:] Que c'est dangereux pour la circulation des jambes donc pour les reins 
Et la colonne!
[M.S.:] Oui! Bon maintenant maman tu m'en veux pas il faut que je chante 
Hein!
[J.S.:] Y'en a ça leur porte à la tête des migraines horribles et les migraines
Tu le sais...
[M.S.:] Tu m'as dit oui tu m'as dit!
[J.S.:] Y'en a qui meurent!
[M.S.:] Ecoute maman tant pis je vais mourir j'l'aurai fait exprès tu liras dans 
Dans les journaux ""un artiste se suicide en mettant des talonnettes dans
Ses chaussures"" tu sauras qu'c'est moi!
[J.S.:] Mais enfin ne le prends pas sur ce ton! Je suis ta mère une mère a le 
Droit de dire en tête-à-tête à son fils fais attention avec tes talonnettes!
Quand même je suis pas une étrangère!
[M.S.:] Mais on n'est pas en tête-à-tête maman!
[J.S.:] ...
[M.S.:] Maman?
[J.S.:] Pourquoi tu viens pas m'voir?
[M.S.:] Mais je viens te voir maman! Comment peux-tu dire ça je suis venu
Y'a quatre jours y'a trois jours et encore aujourd'hui!
[J.S.:] Oui mais y'a deux jours c'est comme si je n'existais pas!
[M.S.:] Oh! Maman!
[J.S.:] Chante mon fils. Elle est belle ta veste
[M.S.:] Merci
[J.S.:] Déboutonne-la c'est mieux
[M.S.:] Bon
[J.S.:] Chante t'occupe pas de moi!
[M.S.:] Je te téléphone hein maman allez!
[J.S.:] Autant pour moi reboutonne! C'est moi qui me suis trompée
Eh ben chante! Qu'est-ce que tu vas chanter là?
[M.S.:] My Way
[J.S.:] Comment?
[M.S.:] My Way. Comme d'habitude
[J.S.:] Tu devrais pas la chanter celle-là, elle marchera jamais
Redis-moi les paroles du début 
[M.S.:] Je me lève et je te bouscule
[J.S.:] Tu la bouscules et après?
[M.S.:] Quoi après?
[J.S.:] Ben après?
[M.S.:] Tu n'te réveilles pas comme d'habitude
[J.S.:] Remarque si elle se réveille pas tu as raison de la bousculer; une femme 
Ça doit pas rester au lit toute la journée!
Va mon fils! Ta mère est de ton côté!
Eh ben voilà enfin il rit! Tu ris tu es gai chante maintenant!
[M.S.:] Comme d'habitude...
[J.S.:] Je dis plus rien. Chante!
[M.S.:] Tu rentreras...
[J.S.:] Michel! Chante!
[M.S.:] Comme d'habitude je t'attendrai
Comme d'habitude...
"
Last Rites,Tom Robinson,1982,https://www.azlyrics.com/lyrics/tomrobinson/lastrites.html,"Mother nature has a way of fighting resistance
Punishing me for an imperfect existence
But in reality this free society
Fears the man who seeks alliance

If I should die, it won't solve a great deal
It won't change the way that people feel
I wish to God that I could pray
But I feel he's made me pay
For a life I've been trying to conceal

Oh I don't really mind the pain
My strength for loneliness is getting higher
Unless it starts to rain
I'll keep adding fuel to fire

Up till now I've had nothing to complain about
But now it seems that I've lost
More friends than I can count
Oh must I face it quite alone?
They won't even use the phone
There can be no doubt

Oh I don't really mind the pain
As the media feed up my fire
I don't need their selfish gain
As I watch their readership get higher...

Man could not have been created without flaws
Sure we expected to lose a few wars
Yes I know that I'm crying
Well I'm shit scared of dying
When we ourselves opened the door

And yes I really mind the pain
My strength for loneliness is getting lower
It may never rain - for personally
The search seems to be...
Getting slower
"
Silence And I,"Alan Parsons Project, The",1982,https://www.azlyrics.com/lyrics/alanparsonsproject/silenceandi.html,"If I cried out loud
Over sorrows I've known
And the secrets I've heard
It would ease my mind
Someone sharing the load
But I won't breathe a word

[CHORUS]
We're two of a kind
Silence and I
We need a chance to talk things over
Two of a kind
Silence and I
We'll find a way to work it out

When the children laughed
I was always afraid
Of the smile of the clown
So I close my eyes
Till I can't see the light
And I hide from the sound

[CHORUS]

I can hear the cry
Of a leaf on a tree
As it falls to the ground
I can hear the call
Of an echoing voice
And there's no one around

[CHORUS]
"
Rose,Conway Twitty,1982,https://www.azlyrics.com/lyrics/conwaytwitty/rose.html,"Just two kids from the country far from any town
And wherever I played Rose could always be found
Life was hard but we made it and as everyone knows
I was there when she needed me a playmate of Rose.

Now years have passed things have changed since we moved into town
The little girl I grew up with is your woman now I found
And now the sidewalks of the city where wild temptation flows
Is her new playground and the playmates of Rose.

So if you're the one that's holdin' her tight
Somewhere out there at night
Please don't treat her as if she's just another girl
From off the street
And please don't do her wrong for her pride is almost gone
For you see Rose means the world to me
I love the girl you found out in the world
The girl that every man knows
But I love her today so different from your way
For you see I'm the brother of Rose...
"
The Clown,"Green, Peter",1982,https://www.azlyrics.com/lyrics/petergreen/theclown.html,"Oh you won't see the tears
Falling down my face
And you won't see the sleepless nights
I won't leave a trace
You won't feel the endless pain
Burning me inside
Baby, I won't let it show
Not through my disguise

'Cause I'm the clown
Yes, I'm the clown
I said, I'm the clown
Now you don't want me anymore
I'm just a clown
Said, I'm a clown
And when I'm down
I pick myself up of the floor
Just like a clown

And you won't see the rain
Falling from my eyes
You won't see me walk away
That's my foolish pride
You won't hear me cry out loud
Each time I call your name
Baby, I won't let it show
That's part of the game

'Cause I'm the clown
Yes, I'm the clown
Oh, I'm a clown
Now you don't want me anymore
I'm just a clown
Yes, I'm the clown
And when I'm down
I pick myself up of the floor
Just like a clown

'Cause I'm the clown
Yes, I'm the clown
Oh, I'm a clown
Now you don't want me anymore
I'm the clown
Yes, I'm the clown
And when I'm down
I pick myself up of the floor
Just like a clown
"
Children Of The Universe,John Denver,1982,https://www.azlyrics.com/lyrics/johndenver/childrenoftheuniverse.html,"A heritage of vision was given to us all to smell the rose's fragrance, to hear the songbird's call.
To watch the distant moonlight fill the coming of the tides,
to understand that life is more than always choosing sides.

And some have seen what can be seen of sailing ships and kings.
And some are given feet of clay and some are given wings.
Some must struggle just to breathe, some have a golden spoon.
And some will never leave the nest while some walk on the moon.

And don't you know the life that lives within the silent hills
is just as rich and beautiful and just as unfulfilled.
As man with all his intellect, his reason and his choice,
oh, who's to say the nightingale has any less a voice.

The silver dolphins twist and dance and sing to one another,
the cosmic ocean knows no bounds for all that live are brothers.
The whippoorwill, the grizzly bear, the elephant, the whale,
all children of the universe, all weavers of the tale.

So palomino, lie back down and dream yourself to sleep.
The hawk flies with the morning dove, the lion with the sheep.
As far away as you may go, we'll never be apart.
It's in your dreams that you will know the seasons of the heart.
"
The Sun Goes Down (Living It Up),Level 42,1983,https://www.azlyrics.com/lyrics/level42/thesungoesdownlivingitup.html,"Though I live in the edge time is on my side
All the doors to my life are open wide
Just as long as the wheels keep on turning round
I will live for the groove 'til the sun goes down

Living it up ... living it up ... I can feel it
Living it up ... is it a crazy notion?
Living it up ... living it up ... I can feel it
Living it up ... I got forward motion

I don't wanna go to war, I don't wanna go to war
I said I know what I want an' I don't wanna go to war
Do you follow me?
I saw a soldier standing in a bar, looked so tired, he'd come so far
He said ""I need to love someone before they drop the atom bomb""

There's a girl at the back making eyes at me
And her hair long and black is a sight to see
But I get kind of scared when love's around
I just live for the groove 'til the sun goes down

Living it up ... living it up ... I can feel it
Living it up ... is it a false emotion?
Living it up ... living it up ... I can feel it
Living it up ... I got forward motion

So I'm-a-taking you out but I'm-a-faking
I'm married to the beat
To the music I gave the heart I could have given you-hoo
Still there's something 'bout the way that you move
And the way the people stare, it's the shock of the new
I want my friends to see me standing next to you

The sun goes down

Time is on my side
I don't care what they say, I'll enjoy the ride
But I get kind of scared when I turn around
So I'll stay with the groove 'til the sun goes down

Living it up ... living it up ... I can feel it
Living it up ... I got forward motion

Ooh watch her dance
There must be one like her in every club in every town
But I don't mind if that's the way she wants to be
There something 'bout her that reminds me of me
She's my soulmate - we'll be together 'til the sun goes down

The sun goes down

Living it up ... living it up ... I can feel it
Living it up ... I got forward motion
"
Querida,"Serrat, Joan Manuel",1983,https://www.azlyrics.com/lyrics/joanmanuelserrat/querida.html,"Disculpe que insista, querida
Pero es imprescindible su colaboración
Para saber dónde se me ha perdido
La muchacha que hace un rato
Estaba aquí conmigo
Echándole aceite a mi lamparilla
Tratándome como a uno de la familia
No sabe con cuánto mimo
Cuida esas cosas que usted tanto desprecia de mí

Vea mis dedos desde que no la toco
Menguando entre mis propias manos poco a poco
Me vienen anchos los pantalones
Hablo solo y sufro alucinaciones
Le importaría darse la vuelta?
Déjeme verla de frente
Póngase aquí en la luz junto a la puerta
Se le parece tanto físicamente
Avíseme si volviera
No es por capricho
Le juré amor eterno y no quisiera
Quedar en entre dicho
Y parece todo tan fácil
Como extender la mano
Y es tan lejano
Y tan frágil
Que estoy tentado a emprender hoy mismo
Un curso acelerado de transformismo

Esconda las uñas, querida
No soy el enemigo
No es esa mi intención
Sólo sospecho que es usted quien esconde
Contra su voluntad
Algo que me corresponde
Póngale fin a este disparate
Vengo dispuesto negociar el rescate
Le importaría que eche un vistazo
Por sus intimidades
Que me dé un chapuzón entre sus brazos
Prescindiendo de formalidades?
Avíseme si volviera
No es por capricho
Le juré amor eterno y no quisiera
Quedar en entredicho
"
Eggheart,Hunters & Collectors,1983,https://www.azlyrics.com/lyrics/hunterscollectors/eggheart.html,"This song is dedicated to the sacred beaches of this great nation
Where fifty thousand naked men and women prime their bodies
With intensive care barrier cream and confront the liquid universe
So we're lying around upon hot sand
The health food of a nation's cream
Inside our wet skin and
Here comes the great sun-struck question
Hear it go twisting, twisting
Yeah one little sun-struck question
And it goes twisting, twisting
Oh yeah and yeah again
Well it's a real head song this one
Oh yeah yeah yeah
Well it's a real brain song this one
Now what is this sun-struck object
Inside your ice-cream eyes
Yeah one little sun-struck object and
We won't let it sweat, we won't let it cry
Let it sweat, let it cry
And with some old egg-heart trouble
I say give-me-gas
Give-me-gas
Hear my hard boiled egg-heart beat
We go twisting!
"
Gimme Some Money,Spinal Tap,1984,https://www.azlyrics.com/lyrics/spinaltap/gimmesomemoney.html,"Stop wasting my time
You know what I want
You know what I need
Or maybe you don't

Do I have to come right flat out and tell you everything?
Gimme some money, gimme some money

I'm nobody's fool
I'm nobody's clown
I'm treating you cool
I'm putting you down

But baby I don't intend to leave empty handed
Gimme some money, gimme some money
Oh yeah! Go Nigel, go!

Gimme some money, gimme some money
Gimme some money, gimme some money

Don't get me wrong (gimme some money, gimme some money)
Try getting me right (gimme some money, gimme some money)
Your face is okay
But your purse is too tight (gimme some money, gimme some money)
I'm looking for pound notes, loose change, bad checks, anything
Gimme some money, gimme some money

Gimme some money, gimme some money
Gimme some money, gimme some money
Gimme some money, gimme some money
Gimme some money, gimme some money
Gimme some money, gimme some money
"
The End Of The Lyin',Alabama,1984,https://www.azlyrics.com/lyrics/alabama/theendofthelyin.html,"You took me for a fool
Then you took me for a ride
You really had me going
Till I looked into your lies
I let you keep me hangin' on
But honey, here's where I get off

It's the end of the lyin'
And I can't stand no more denyin'
It's all over but the cryin'
Honey it's the end of the line

Don't tell me a story
I don't care where you've been
Girl, I'm out for glory
And I won't be back again
I let you keep me hangin' on
But honey, here's where I get off

It's the end of the lyin'
And I can't stand no more denyin'
It's all over but the cryin'
Honey, it's the end of the line

It's the end of the lyin'
And I can't stand no more denyin'
It's all over but the cryin'
Honey, it's the end

It's the end of the lyin'
And I can't stand no more denyin'
It's all over but the cryin'
Honey, it's the end of the line...
"
Credit Card Baby,Wham!,1984,https://www.azlyrics.com/lyrics/wham/creditcardbaby.html,"Said that you love me
Thought that it was true
You said that you needed me
And baby I believe that too
I thought that you were shy
But you put me straight
With the wink of your eye
I should have known better
I know 
But now my hand's in my pocket
Every time I see you cry

People think that you're so sweet
But they don't know you
Quite like I do
I guess they think
I'm a lucky guy
But you're not fooling
Everybody

You can have my credit card
Baby
But keep your red hot fingers
Off my heart 
Lady
All I know is what I see
You're getting what you want
Girl
It ain't just me
No matter how you cry
I'm not giving any love away
Do you think I'm crazy
All I know is what I see
But what can I do 
When you pretend that you're in love with me
Baby

You tell me you love me
'Cause I know that it's not true
Just tell me
You need my money
Girl
You know I'll give it to you
Between the ocean and sky
There are things
That you can't buy
And if you look you'll see
One of them is me
Take your hands out of my pockets
Dig until the day you die

People think that you're so sweet
But they don't know you
Quite like I do
I guess they think
I'm a lucky guy
But you're not fooling
Everybody

You can have my credit card
Baby
But keep your red hot fingers
Off my heart 
Lady
All I know is what I see
You're getting what you want
Girl
It ain't just me
No matter how you cry
I'm not giving any love away
Do you think I'm crazy
All I know is what I see
But what can I do 
When you pretend that you're in love with me
Baby

They don't know you
Quite like I do
And you're not fooling
Anybody
You can have my credit card
Baby
But keep your red hot fingers
Off my heart 
Lady
All I know is what I see
You're getting what you want
Girl
It ain't just me
No matter how you cry
I'm not giving any love away
Do you think I'm crazy
All I know is what I see
But what can I do 
When you pretend that you're in love with me
Baby
"
Stupidity,"Burke, Solomon",1984,https://www.azlyrics.com/lyrics/solomonburke/stupidity.html,"Hey (hey)
Everybody (everybody)

All around the world
Every boy and girl
Take a lesson from me
Do the stupidity

Whoa, oh

My mama
She says it's silly
My papa
Says ""you look like a fool""

Baby
I don't mind criticism
Because we're doin' it
Every day in school

Come along with me
See how much
Fun it can be
While watchin' me

Oh, baby do the stupidity

Oh, my mama
She says it's silly
My papa
Says I look like a fool

But
I don't mind the criticism
Because we do it
Every day in school

Come along with me
See how much fun it can be
Watch it on TV

(No, baby) that's a stupidity

You make me feel so good...
Hahaha... like I know I should...
Baaaaby...
"
Miraggi,"Bose, Miguel",1984,https://www.azlyrics.com/lyrics/miguelbose/miraggi.html,"Sulle sponde del fiume folle
Ci fermiamo un momento a respirare
Il passato alle nostre spalle
E più avanti può darsi ci sia il mare.

Sei molto pallida, non dormi mai
Sempre bellissima, sempre nei guai
Come stai? Come stai? - Come... stai?

Sulle sponde del fiume folle
Sta coperta che l'aria si fa bruma
Come un cucciolo nel tuo scialle
Mi domandi di accenderti la luna.

Sei molto pallida, non dormi mai
Sempre incertissima, sempre nei guai
Come stai? Come stai? Come... stai?

Piccoli viaggi nel tempo che va
Siamo miraggi e nessuno lo sa
Come va?

Siamo gli ostaggi del tempo che va
Solo miraggi e nessuno lo sa
Come va? Come va? - Come... va?

Sulle sponde del fiume folle...
"
Gone To Pieces,Nik Kershaw,1984,https://www.azlyrics.com/lyrics/nikkershaw/gonetopieces.html,"I think I'll call the whole thing off
A joke's a joke, it isn't funny anymore
Enough's enough
Now I forget what I was fighting for
I played the game
I lost
I even took the blame
I lost
I think I'll change my name
To lost
I'll never be the same anymore
So tell the whole world
I'm not here, I'm somewhere else and I'm not coming back

Cos I'm gone to pieces
Out to lunch
Gone to pieces
Tired of running with the bunch

I'm tired of going to the wall
When I had nothing but the best intentions
I'm sick of answering the call
Of alexander graham bell's inventions
I took a gamble every day
I lost
I didn't wanna play
I lost
Down each and every by way
I lost
And yes I even did it my way
So tell the whole world I'm not me I'm someone else
And he's gone with me too.

Gone to pieces
Out to lunch gone to pieces
Tired of running with the bunch
(tired of living punch for punch).
"
